date,code,name,strategy,price,resonance_count,action_guide
2025-12-29,000599,青岛双星,golden_pit,6.58,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,000612,焦作万方,macd_water,10.8,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000617,中油资本,golden_pit,9.85,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,000630,铜陵有色,macd_water,5.73,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000636,风华高科,golden_pit,16.42,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,000680,山推股份,macd_water,11.53,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000686,东北证券,macd_water,9.44,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000700,模塑科技,macd_water,12.63,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000703,恒逸石化,macd_water,9.98,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000708,中信特钢,"macd_water,golden_pit",16.07,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,000810,创维数字,golden_pit,11.73,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,000811,冰轮环境,macd_water,18.57,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000815,美利云,golden_pit,11.37,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,000821,京山轻机,"macd_water,golden_pit",13.94,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,000822,山东海化,golden_pit,5.34,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,000837,秦川机床,golden_pit,12.69,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,000850,华茂股份,macd_water,5.56,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000856,冀东装备,golden_pit,10.32,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,000863,三湘印象,macd_water,6.11,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000878,云南铜业,macd_water,19.3,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000881,中广核技,"macd_water,golden_pit",9.12,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,000905,厦门港务,macd_water,14.62,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000917,电广传媒,macd_water,11.5,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000922,佳电股份,macd_water,13.8,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000925,众合科技,macd_water,8.85,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000928,中钢国际,"macd_water,golden_pit",6.66,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,000936,华西股份,macd_water,8.42,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000948,南天信息,golden_pit,18.0,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,000967,盈峰环境,"macd_water,golden_pit",7.36,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,000973,佛塑科技,macd_water,15.25,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,000978,桂林旅游,"macd_water,golden_pit",7.07,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,001202,炬申股份,golden_pit,15.83,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,001210,金房能源,golden_pit,17.7,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,001217,华尔泰,macd_water,15.3,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,001236,弘业期货,golden_pit,10.83,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,001366,播恩集团,golden_pit,13.42,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002015,协鑫能科,golden_pit,10.43,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002023,海特高新,"macd_water,golden_pit",13.57,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002026,山东威达,golden_pit,15.16,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002037,保利联合,golden_pit,9.75,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002041,登海种业,golden_pit,9.59,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002051,中工国际,"macd_water,golden_pit",9.22,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002052,同洲电子,"one_sun,golden_pit",13.3,2,[one_sun]: 【爆发位】一阳穿三线。次日看高开(1%-3%)，放量突破昨日最高价即是买点。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002057,中钢天源,golden_pit,10.36,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002072,凯瑞德,golden_pit,7.72,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002078,太阳纸业,"macd_water,golden_pit",15.76,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002079,苏州固锝,golden_pit,9.67,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002090,金智科技,"macd_water,golden_pit",11.98,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002094,青岛金王,golden_pit,7.33,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002100,天康生物,golden_pit,7.24,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002101,广东鸿图,golden_pit,12.34,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002111,威海广泰,"macd_water,golden_pit",10.38,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002115,三维通信,macd_water,12.25,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002117,东港股份,"macd_water,golden_pit",14.12,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002137,实益达,golden_pit,8.68,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002148,北纬科技,golden_pit,8.66,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002152,广电运通,golden_pit,12.78,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002161,远 望 谷,golden_pit,7.3,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002169,智光电气,macd_water,11.72,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002171,楚江新材,macd_water,13.23,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002180,纳思达,golden_pit,19.81,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002182,宝武镁业,macd_water,15.31,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002187,广百股份,macd_water,8.97,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002188,中天服务,macd_water,6.58,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002195,岩山科技,golden_pit,6.97,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002196,方正电机,macd_water,14.03,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002202,金风科技,macd_water,21.66,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002203,海亮股份,"macd_water,golden_pit",12.57,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002205,国统股份,golden_pit,14.49,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002206,海 利 得,golden_pit,5.91,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002209,达 意 隆,macd_water,16.46,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002212,天融信,golden_pit,9.03,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002221,东华能源,golden_pit,8.28,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002237,恒邦股份,golden_pit,13.54,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002243,力合科创,macd_water,10.81,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002246,北化股份,golden_pit,17.63,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002250,联化科技,"macd_water,golden_pit",13.08,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002254,泰和新材,golden_pit,10.27,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002268,电科网安,macd_water,19.98,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002272,川润股份,macd_water,17.88,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002278,神开股份,macd_water,12.72,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002293,罗莱生活,"macd_water,golden_pit",9.96,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002296,辉煌科技,golden_pit,11.44,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002297,博云新材,macd_water,12.33,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002324,普利特,macd_water,15.42,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002337,赛象科技,macd_water,6.48,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002345,潮宏基,golden_pit,12.95,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002346,柘中股份,macd_water,20.4,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002347,泰尔股份,macd_water,10.23,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002357,富临运业,golden_pit,10.75,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002361,神剑股份,macd_water,14.49,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002376,新北洋,golden_pit,7.57,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002381,双箭股份,golden_pit,6.65,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002382,蓝帆医疗,golden_pit,5.58,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002383,合众思壮,macd_water,12.06,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002386,天原股份,golden_pit,5.62,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002395,双象股份,golden_pit,16.72,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002401,中远海科,golden_pit,15.98,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002406,远东传动,golden_pit,7.89,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002423,中粮资本,golden_pit,11.95,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002427,尤夫股份,golden_pit,6.85,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002429,兆驰股份,macd_water,7.73,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002434,万里扬,golden_pit,9.41,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002441,众业达,golden_pit,9.39,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002455,百川股份,golden_pit,7.16,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002465,海格通信,macd_water,15.35,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002471,中超控股,macd_water,6.89,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002476,宝莫股份,macd_water,7.11,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002493,荣盛石化,macd_water,11.19,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002494,华斯股份,golden_pit,5.42,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002510,天汽模,"macd_water,golden_pit",7.54,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002511,中顺洁柔,golden_pit,8.45,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002516,旷达科技,macd_water,6.66,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002530,金财互联,golden_pit,10.5,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002532,天山铝业,macd_water,15.43,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002538,司尔特,"macd_water,golden_pit",6.62,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002545,东方铁塔,macd_water,18.1,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002552,宝鼎科技,macd_water,17.04,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002560,通达股份,macd_water,10.33,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002562,兄弟科技,golden_pit,6.58,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002571,德力股份,macd_water,11.62,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002576,通达动力,golden_pit,17.2,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002579,中京电子,"macd_water,golden_pit",12.25,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002583,海能达,golden_pit,11.53,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002585,双星新材,macd_water,6.82,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002587,奥拓电子,macd_water,6.7,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002599,盛通股份,golden_pit,8.31,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002600,领益智造,golden_pit,15.56,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002601,龙佰集团,"macd_water,golden_pit",19.43,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002602,ST华通,golden_pit,17.56,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002617,露笑科技,golden_pit,8.2,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002623,亚玛顿,golden_pit,18.7,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002627,三峡旅游,golden_pit,7.44,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002631,德尔未来,macd_water,6.19,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002636,金安国纪,macd_water,17.55,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002644,佛慈制药,golden_pit,8.82,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002651,利君股份,macd_water,11.75,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002655,共达电声,golden_pit,13.05,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002668,TCL智家,macd_water,10.76,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002669,康达新材,macd_water,15.21,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002674,兴业科技,macd_water,14.96,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002677,浙江美大,macd_water,8.59,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002708,光洋股份,golden_pit,13.24,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002715,登云股份,golden_pit,17.85,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002716,湖南白银,macd_water,7.28,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002743,富煌钢构,golden_pit,5.5,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002763,汇洁股份,macd_water,8.65,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002765,蓝黛科技,golden_pit,12.17,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002769,普路通,macd_water,12.17,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002802,洪汇新材,golden_pit,12.52,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002803,吉宏股份,golden_pit,16.4,1,[golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
2025-12-29,002811,郑中设计,macd_water,15.29,1,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。
2025-12-29,002815,崇达技术,"macd_water,golden_pit",14.0,2,[macd_water]: 【强势位】水上金叉。代表多头趋势延续。若股价贴近20日线可回吸。 | [golden_pit]: 【底部位】黄金坑企稳。适合底部轻仓潜伏，跌破坑底最低价止损。
