股票代码,股票名称,命中战法汇总,最新价,共振强度
002337,赛象科技,MACD抄底,6.25,1
002383,合众思壮,MACD抄底,9.76,1
002184,海得控制,MACD抄底,11.65,1
002161,远 望 谷,MACD抄底,7.65,1
002208,合肥城建,三位一体,11.91,1
002205,国统股份,MACD抄底,13.11,1
002258,利尔化学,MACD抄底,14.95,1
002264,新 华 都,三位一体,8.46,1
002111,威海广泰,MACD抄底,9.86,1
002459,晶澳科技,三位一体,10.91,1
002448,中原内配,三位一体,15.07,1
002418,康盛股份,三位一体,5.01,1
002414,高德红外,三位一体,13.45,1
002413,雷科防务,MACD抄底,13.52,1
002406,远东传动,MACD抄底,7.34,1
002403,爱仕达,MACD抄底,10.52,1
002492,恒基达鑫,MACD抄底,7.7,1
002537,海联金汇,MACD抄底,8.05,1
002534,西子洁能,MACD抄底,17.66,1
002511,中顺洁柔,MACD抄底,8.67,1
002559,亚威股份,MACD抄底,9.88,1
002590,万安科技,MACD抄底,12.49,1
002571,德力股份,MACD抄底,12.16,1
002698,博实股份,MACD抄底,13.69,1
002488,金固股份,MACD抄底,11.95,1
002669,康达新材,MACD抄底,13.0,1
002003,伟星股份,MACD抄底,9.76,1
002009,天奇股份,MACD抄底,25.34,1
000050,深天马Ａ,MACD抄底,8.25,1
000506,招金黄金,三位一体,18.71,1
000510,新金路,三位一体,15.62,1
000030,富奥股份,MACD抄底,5.06,1
000338,潍柴动力,MACD抄底,25.4,1
000532,华金资本,MACD抄底,13.67,1
000524,岭南控股,三位一体,11.25,1
000567,海德股份,MACD抄底,5.26,1
000559,万向钱潮,MACD抄底,15.69,1
000586,汇源通信,三位一体,22.84,1
000612,焦作万方,MACD抄底,12.18,1
000417,合百集团,MACD抄底,6.71,1
000505,京粮控股,MACD抄底,6.89,1
002998,优彩资源,MACD抄底,8.62,1
002968,新大正,MACD抄底,11.85,1
002960,青鸟消防,三位一体,12.18,1
002949,华阳国际,MACD抄底,13.89,1
002921,联诚精密,MACD抄底,26.08,1
002909,集泰股份,MACD抄底,6.64,1
002892,科力尔,MACD抄底,11.01,1
002849,威星智能,三位一体,17.44,1
002811,郑中设计,MACD抄底,13.85,1
002802,洪汇新材,MACD抄底,13.32,1
002799,环球印务,MACD抄底,8.54,1
002774,快意电梯,MACD抄底,10.85,1
002757,南兴股份,三位一体,20.68,1
002749,国光股份,MACD抄底,13.27,1
002725,跃岭股份,MACD抄底,16.05,1
600148,长春一东,MACD抄底,18.29,1
600288,大恒科技,MACD抄底,14.85,1
600281,华阳新材,MACD抄底,5.4,1
600271,航天信息,MACD抄底,8.54,1
600268,国电南自,老鸭头,14.67,1
600371,万向德农,MACD抄底,8.86,1
600372,中航机载,MACD抄底,13.2,1
600379,宝光股份,MACD抄底,11.92,1
600336,澳柯玛,MACD抄底,7.14,1
600415,小商品城,三位一体,13.65,1
600435,北方导航,MACD抄底,14.74,1
600235,民丰特纸,MACD抄底,6.83,1
600219,南山铝业,MACD抄底,6.32,1
600095,湘财股份,MACD抄底,9.49,1
600215,派斯林,MACD抄底,6.8,1
600063,皖维高新,MACD抄底,7.16,1
003003,天元股份,MACD抄底,13.41,1
600510,黑牡丹,MACD抄底,8.49,1
600499,科达制造,MACD抄底,17.17,1
600480,凌云股份,MACD抄底,9.75,1
600523,贵航股份,MACD抄底,14.03,1
600571,信雅达,MACD抄底,13.68,1
600560,金自天正,MACD抄底,15.0,1
600579,中化装备,MACD抄底,8.08,1
600596,新安股份,MACD抄底,11.9,1
600601,方正科技,三位一体,10.38,1
600618,氯碱化工,MACD抄底,12.91,1
600638,新黄浦,MACD抄底,6.02,1
600676,交运股份,MACD抄底,7.73,1
600678,四川金顶,MACD抄底,10.6,1
600697,欧亚集团,MACD抄底,12.04,1
600707,彩虹股份,MACD抄底,5.8,1
600712,南宁百货,MACD抄底,6.25,1
600721,百花医药,三位一体,11.2,1
600728,佳都科技,MACD抄底,5.78,1
600733,北汽蓝谷,MACD抄底,7.35,1
600736,苏州高新,MACD抄底,6.12,1
600748,上实发展,MACD抄底,5.03,1
600749,西藏旅游,MACD抄底,16.48,1
600765,中航重机,MACD抄底,16.53,1
600768,宁波富邦,MACD抄底,17.4,1
600776,东方通信,三位一体,15.69,1
600778,友好集团,MACD抄底,6.51,1
600459,贵研铂业,三位一体,20.42,1
600446,金证股份,MACD抄底,13.16,1
600463,空港股份,MACD抄底,10.04,1
600100,同方股份,三位一体,8.14,1
600128,苏豪弘业,MACD抄底,10.74,1
600051,宁波联合,MACD抄底,7.77,1
600960,渤海汽车,MACD抄底,5.18,1
600909,华安证券,MACD抄底,5.72,1
600877,电科芯片,三位一体,16.38,1
600843,上工申贝,MACD抄底,9.54,1
600838,上海九百,MACD抄底,10.28,1
600783,鲁信创投,三位一体,21.28,1
601022,宁波远洋,MACD抄底,9.15,1
601061,中信金属,MACD抄底,11.83,1
601108,财通证券,三位一体,8.31,1
601068,中铝国际,MACD抄底,6.21,1
601177,杭齿前进,MACD抄底,14.51,1
601116,三江购物,MACD抄底,14.06,1
601198,东兴证券,MACD抄底,12.75,1
601611,中国核建,三位一体,14.08,1
600970,中材国际,三位一体,11.23,1
600961,株冶集团,MACD抄底,18.2,1
601789,宁波建工,三位一体,5.72,1
603015,弘讯科技,MACD抄底,12.57,1
603032,德新科技,MACD抄底,17.9,1
603017,中衡设计,老鸭头,13.95,1
603089,正裕工业,MACD抄底,12.43,1
603095,越剑智能,MACD抄底,18.18,1
603158,腾龙股份,三位一体,12.3,1
603166,福达股份,三位一体,13.62,1
603219,富佳股份,MACD抄底,16.29,1
603221,爱丽家居,MACD抄底,11.54,1
603238,诺邦股份,MACD抄底,15.81,1
603300,海南华铁,三位一体,6.92,1
603311,金海高科,三位一体,17.41,1
603313,梦百合,MACD抄底,8.19,1
601696,中银证券,MACD抄底,12.49,1
601002,晋亿实业,三位一体,5.82,1
603327,福蓉科技,三位一体,10.29,1
603321,梅轮电梯,MACD抄底,7.48,1
603335,迪生力,MACD抄底,6.1,1
603328,依顿电子,三位一体,12.28,1
603359,东珠生态,MACD抄底,6.05,1
603506,南都物业,MACD抄底,12.61,1
603598,引力传媒,三位一体,21.25,1
603331,百达精工,MACD抄底,15.54,1
603602,纵横通信,MACD抄底,13.37,1
603637,镇海股份,三位一体,13.58,1
603677,奇精机械,MACD抄底,15.85,1
603680,今创集团,MACD抄底,13.08,1
603685,晨丰科技,老鸭头,29.19,1
603711,香飘飘,MACD抄底,12.55,1
603712,七一二,MACD抄底,16.33,1
603758,秦安股份,MACD抄底,12.69,1
603766,隆鑫通用,MACD抄底,14.76,1
603777,来伊份,三位一体,14.03,1
603810,丰山集团,MACD抄底,16.09,1
603823,百合花,MACD抄底,15.66,1
603885,吉祥航空,三位一体,12.83,1
603889,新澳股份,MACD抄底,7.86,1
603890,春秋电子,三位一体,15.61,1
603901,永创智能,三位一体,12.47,1
603909,建发合诚,MACD抄底,11.62,1
603982,泉峰汽车,MACD抄底,7.8,1
605001,威奥股份,MACD抄底,7.57,1
605007,五洲特纸,三位一体,14.43,1
605138,盛泰集团,MACD抄底,6.88,1
605151,西上海,MACD抄底,18.75,1
605155,西大门,MACD抄底,15.91,1
605222,起帆电缆,三位一体,23.38,1
