date,code,name,price,pct_chg
2025-12-29,603922,金鸿顺,19.35,1.31
2025-12-29,002106,莱宝高科,11.01,0.36
2025-12-29,002041,登海种业,9.59,-0.1
2025-12-29,600667,太极实业,8.04,-0.62
2025-12-29,600100,同方股份,8.74,0.23
2025-12-29,002370,亚太药业,7.43,-2.24
2025-12-29,603682,锦和商管,6.61,-0.3
2025-12-29,601107,四川成渝,6.19,-1.75
2025-12-29,603959,百利科技,6.05,-3.35
2025-12-29,002582,好想你,10.62,-0.56
2025-12-29,002011,盾安环境,12.73,-0.86
2025-12-29,688334,西高院,19.38,-0.97
2025-12-29,688570,天玛智控,18.31,0.0
2025-12-29,603316,诚邦股份,14.92,0.27
2025-12-29,002367,康力电梯,7.44,-0.4
2025-12-29,603967,中创物流,12.64,-0.71
2025-12-29,002562,兄弟科技,6.58,4.28
2025-12-29,000856,冀东装备,10.32,1.67
2025-12-29,600191,华资实业,12.91,-3.15
2025-12-29,600470,六国化工,6.15,-1.91
2025-12-29,002600,领益智造,15.56,1.04
2025-12-29,000089,深圳机场,7.03,-0.57
2025-12-29,002302,西部建设,6.21,-0.8
2025-12-29,002452,长高电新,8.23,-0.48
2025-12-29,600583,海油工程,5.52,0.0
2025-12-29,605166,聚合顺,10.44,0.68
2025-12-29,600727,鲁北化工,6.95,0.14
2025-12-29,002276,万马股份,16.35,-0.79
2025-12-29,603587,地素时尚,13.32,-1.77
2025-12-29,600007,中国国贸,19.34,-0.97
2025-12-29,002531,天顺风能,6.88,0.0
2025-12-29,601890,亚星锚链,10.36,0.39
2025-12-29,603029,天鹅股份,18.35,-0.05
2025-12-29,600676,交运股份,5.92,1.2
2025-12-29,002494,华斯股份,5.42,1.12
2025-12-29,002395,双象股份,16.72,1.09
2025-12-29,603219,富佳股份,16.18,0.37
2025-12-29,603289,泰瑞机器,10.02,0.8
2025-12-29,000546,金圆股份,6.72,-4.14
2025-12-29,002602,ST华通,17.56,2.57
2025-12-29,002480,新筑股份,6.3,-2.02
2025-12-29,000682,东方电子,11.8,-1.26
2025-12-29,601002,晋亿实业,5.16,-1.15
2025-12-29,002623,亚玛顿,18.7,0.27
2025-12-29,000576,甘化科工,10.54,0.19
2025-12-29,603987,康德莱,8.67,-0.23
2025-12-29,601886,江河集团,7.93,0.25
2025-12-29,601788,光大证券,17.79,-0.11
2025-12-29,603151,邦基科技,18.43,-0.11
2025-12-29,601956,东贝集团,7.11,-0.28
2025-12-29,002999,天禾股份,6.87,0.29
2025-12-29,603115,海星股份,18.82,-0.37
2025-12-29,002114,罗平锌电,8.56,-0.7
2025-12-29,002774,快意电梯,9.42,0.11
2025-12-29,002090,金智科技,11.98,0.17
2025-12-29,688132,邦彦技术,18.57,-0.91
2025-12-29,000875,吉电股份,5.59,-0.89
2025-12-29,688432,有研硅,12.53,-0.71
2025-12-29,603839,安正时尚,8.0,0.76
2025-12-29,600409,三友化工,6.16,-1.12
2025-12-29,601668,中国建筑,5.22,0.58
2025-12-29,002651,利君股份,11.75,0.69
2025-12-29,600621,华鑫股份,15.27,0.33
2025-12-29,002917,金奥博,13.3,0.15
2025-12-29,002815,崇达技术,14.0,1.23
2025-12-29,002148,北纬科技,8.66,0.93
2025-12-29,603456,九洲药业,18.19,0.28
2025-12-29,002271,东方雨虹,13.77,-1.29
2025-12-29,600057,厦门象屿,8.7,-1.81
2025-12-29,000925,众合科技,8.85,-0.56
2025-12-29,688556,高测股份,11.24,0.81
2025-12-29,002212,天融信,9.03,0.44
2025-12-29,000728,国元证券,8.39,-0.71
2025-12-29,000531,穗恒运Ａ,6.58,-0.45
2025-12-29,002197,ST证通,10.44,-0.57
2025-12-29,002953,日丰股份,11.63,0.35
2025-12-29,600728,佳都科技,6.4,-0.47
2025-12-29,002067,景兴纸业,5.54,-0.89
2025-12-29,600137,浪莎股份,19.35,0.47
2025-12-29,600817,宇通重工,11.28,0.18
2025-12-29,002668,TCL智家,10.76,0.47
2025-12-29,688528,秦川物联,10.75,1.42
2025-12-29,688459,哈铁科技,9.61,0.1
2025-12-29,605066,天正电气,7.38,-0.67
2025-12-29,600101,明星电力,9.28,-0.85
2025-12-29,688602,康鹏科技,8.86,-0.89
2025-12-29,603989,艾华集团,16.68,-0.24
2025-12-29,601827,三峰环境,8.33,-0.36
2025-12-29,002972,科安达,12.18,-0.16
2025-12-29,600967,内蒙一机,16.43,0.55
2025-12-29,000958,电投产融,6.66,1.37
2025-12-29,688285,高铁电气,8.77,-0.45
2025-12-29,600933,爱柯迪,19.21,-0.93
2025-12-29,603339,四方科技,13.07,0.38
2025-12-29,000862,银星能源,5.87,-1.84
2025-12-29,002588,史丹利,9.77,-0.41
2025-12-29,603970,中农立华,13.03,-0.23
2025-12-29,000586,汇源通信,13.83,-0.93
2025-12-29,603806,福斯特,14.05,0.0
2025-12-29,002823,凯中精密,16.06,-0.06
2025-12-29,605228,神通科技,14.73,0.55
2025-12-29,000625,长安汽车,11.9,-0.75
2025-12-29,600595,中孚实业,7.8,-3.11
2025-12-29,603768,常青股份,11.68,0.17
2025-12-29,600522,中天科技,18.1,-1.63
2025-12-29,600236,桂冠电力,7.16,-1.92
2025-12-29,000419,通程控股,6.57,-2.95
2025-12-29,002204,大连重工,7.43,-2.24
2025-12-29,002077,大港股份,14.9,-0.47
2025-12-29,600710,苏美达,10.91,1.11
2025-12-29,600446,金证股份,15.88,0.83
2025-12-29,002170,芭田股份,12.06,-1.63
2025-12-29,600354,敦煌种业,6.7,-1.47
2025-12-29,000506,招金黄金,13.25,-2.14
2025-12-29,002469,三维化学,8.38,0.12
2025-12-29,600552,凯盛科技,11.3,-0.88
2025-12-29,002051,中工国际,9.22,1.32
2025-12-29,600207,安彩高科,5.24,-1.32
2025-12-29,000731,四川美丰,6.61,0.15
2025-12-29,002909,集泰股份,6.98,-3.19
2025-12-29,000715,中兴商业,6.52,-2.4
2025-12-29,002986,宇新股份,10.83,0.74
2025-12-29,605018,长华集团,11.29,1.16
2025-12-29,002765,蓝黛科技,12.17,0.58
2025-12-29,600210,紫江企业,7.46,-0.8
2025-12-29,605189,富春染织,15.67,3.43
2025-12-29,600366,宁波韵升,13.91,-0.43
2025-12-29,688530,欧莱新材,16.62,0.06
2025-12-29,000159,国际实业,5.84,0.52
2025-12-29,002037,保利联合,9.75,1.25
2025-12-29,000550,江铃汽车,18.85,0.37
2025-12-29,688609,九联科技,10.03,2.14
2025-12-29,600873,梅花生物,10.22,-0.39
2025-12-29,603073,彩蝶实业,18.85,0.8
2025-12-29,600410,华胜天成,17.92,3.46
2025-12-29,603968,醋化股份,11.17,0.54
2025-12-29,603937,丽岛新材,12.05,0.17
2025-12-29,600610,中毅达,10.02,0.4
2025-12-29,001202,炬申股份,15.83,1.41
2025-12-29,000902,新洋丰,15.69,-1.07
2025-12-29,002194,武汉凡谷,12.89,-0.54
2025-12-29,600778,友好集团,7.04,-2.36
2025-12-29,603599,广信股份,11.45,-0.78
2025-12-29,603890,春秋电子,16.46,-3.23
2025-12-29,688355,明志科技,17.82,1.71
2025-12-29,000686,东北证券,9.44,-1.15
2025-12-29,002921,联诚精密,15.43,1.05
2025-12-29,002527,新时达,15.59,1.63
2025-12-29,600847,万里股份,11.63,0.26
2025-12-29,002533,金杯电工,12.49,-1.73
2025-12-29,002121,科陆电子,7.81,-1.14
2025-12-29,002443,金洲管道,8.31,-1.89
2025-12-29,002609,捷顺科技,9.2,0.11
2025-12-29,603617,君禾股份,7.43,0.27
2025-12-29,002454,松芝股份,8.8,-0.11
2025-12-29,000819,岳阳兴长,16.46,-0.42
2025-12-29,603178,圣龙股份,18.74,0.81
2025-12-29,002787,华源控股,12.45,-1.5
2025-12-29,601990,南京证券,8.03,-0.12
2025-12-29,002982,湘佳股份,13.96,0.43
2025-12-29,002483,润邦股份,7.09,-0.28
2025-12-29,002161,远 望 谷,7.3,1.11
2025-12-29,002545,东方铁塔,18.1,0.72
2025-12-29,600704,物产中大,5.57,-0.18
2025-12-29,603086,先达股份,8.34,0.97
2025-12-29,688659,元琛科技,9.58,0.95
2025-12-29,600604,市北高新,5.72,2.33
2025-12-29,600428,中远海特,7.25,0.83
2025-12-29,000155,川能动力,11.77,-4.07
2025-12-29,600326,西藏天路,11.11,-0.45
2025-12-29,600012,皖通高速,14.79,-2.44
2025-12-29,000795,英洛华,9.96,0.1
2025-12-29,601139,深圳燃气,6.65,0.0
2025-12-29,603320,迪贝电气,18.71,1.41
2025-12-29,002167,东方锆业,12.42,-1.58
2025-12-29,002299,圣农发展,16.44,-0.72
2025-12-29,600505,西昌电力,13.1,0.0
2025-12-29,600848,上海临港,11.8,-1.17
2025-12-29,002736,国信证券,13.13,-0.91
2025-12-29,600458,时代新材,13.47,0.22
2025-12-29,600148,长春一东,19.65,0.26
2025-12-29,688021,奥福科技,18.53,1.26
2025-12-29,002345,潮宏基,12.95,1.09
2025-12-29,600805,悦达投资,5.47,0.37
2025-12-29,603162,海通发展,12.75,0.55
2025-12-29,603982,泉峰汽车,8.49,0.24
2025-12-29,000810,创维数字,11.73,1.03
2025-12-29,002057,中钢天源,10.36,0.19
2025-12-29,688599,天合光能,17.14,-0.12
2025-12-29,002440,闰土股份,7.66,-0.39
2025-12-29,002887,绿茵生态,9.38,-0.42
2025-12-29,601200,上海环境,8.06,0.0
2025-12-29,603506,南都物业,13.15,0.31
2025-12-29,002746,仙坛股份,6.14,0.33
2025-12-29,601939,建设银行,9.27,1.98
2025-12-29,603535,嘉诚国际,11.02,-0.45
2025-12-29,002863,今飞凯达,5.86,-0.34
2025-12-29,000759,中百集团,8.11,-2.87
2025-12-29,603165,荣晟环保,12.66,-0.86
2025-12-29,002264,新 华 都,9.37,-3.8
2025-12-29,002195,岩山科技,6.97,1.46
2025-12-29,603020,爱普股份,10.27,0.98
2025-12-29,603889,新澳股份,7.73,-1.4
2025-12-29,688038,中科通达,16.45,0.49
2025-12-29,601919,中远海控,15.21,-0.2
2025-12-29,603025,大豪科技,17.61,-0.23
2025-12-29,600015,华夏银行,6.89,1.03
2025-12-29,688479,友车科技,18.8,0.59
2025-12-29,002833,弘亚数控,16.0,1.33
2025-12-29,002745,木林森,9.52,-2.16
2025-12-29,600028,中国石化,6.0,3.63
2025-12-29,000403,派林生物,13.9,-1.7
2025-12-29,002333,罗普斯金,5.73,-1.38
2025-12-29,002097,山河智能,12.19,-0.08
2025-12-29,000930,中粮科技,5.82,-0.34
2025-12-29,600737,中粮糖业,17.31,0.23
2025-12-29,600876,凯盛新能,10.0,-1.19
2025-12-29,600992,贵绳股份,13.31,0.76
2025-12-29,605366,宏柏新材,6.42,0.47
2025-12-29,601998,中信银行,7.57,2.02
2025-12-29,002797,第一创业,6.95,-0.43
2025-12-29,601968,宝钢包装,5.48,-3.18
2025-12-29,600866,星湖科技,6.84,-0.44
2025-12-29,002334,英威腾,8.88,-0.56
2025-12-29,600773,西藏城投,12.37,-2.29
2025-12-29,601789,宁波建工,5.1,0.39
2025-12-29,002918,蒙娜丽莎,14.3,2.14
2025-12-29,002645,华宏科技,14.78,0.61
2025-12-29,600820,隧道股份,6.59,-0.6
2025-12-29,603182,嘉华股份,16.06,-1.23
2025-12-29,002129,TCL中环,8.82,0.11
2025-12-29,600958,东方证券,10.94,-0.18
2025-12-29,601865,福莱特,15.99,-0.37
2025-12-29,603161,科华控股,13.79,0.66
2025-12-29,002372,伟星新材,10.65,-1.11
2025-12-29,600507,方大特钢,5.96,1.02
2025-12-29,603997,继峰股份,14.02,-1.41
2025-12-29,002583,海能达,11.53,-0.17
2025-12-29,000623,吉林敖东,19.62,-1.01
2025-12-29,002215,诺 普 信,10.85,-2.34
2025-12-29,600390,五矿资本,5.63,0.9
2025-12-29,603299,苏盐井神,10.3,0.19
2025-12-29,600382,广东明珠,7.27,0.41
2025-12-29,601022,宁波远洋,9.26,-0.32
2025-12-29,603105,芯能科技,9.44,-1.15
2025-12-29,002453,华软科技,6.67,0.0
2025-12-29,600724,宁波富达,5.67,-1.22
2025-12-29,603618,杭电股份,8.32,-0.95
2025-12-29,000017,深中华A,8.16,-0.49
2025-12-29,002540,亚太科技,7.06,0.14
2025-12-29,002696,百洋股份,6.96,-0.57
2025-12-29,001216,华瓷股份,17.15,0.18
2025-12-29,603276,恒兴新材,16.93,1.74
2025-12-29,002165,红 宝 丽,7.71,0.13
2025-12-29,603023,威帝股份,5.28,-5.38
2025-12-29,603637,镇海股份,10.87,-0.09
2025-12-29,600493,凤竹纺织,7.9,-1.37
2025-12-29,600995,南网储能,12.74,-2.0
2025-12-29,002355,兴民智通,6.08,-2.25
2025-12-29,002091,江苏国泰,9.14,-1.51
2025-12-29,600051,宁波联合,7.58,-0.26
2025-12-29,600359,新农开发,7.3,0.27
2025-12-29,002031,巨轮智能,7.74,-0.39
2025-12-29,600598,北大荒,15.0,-0.86
2025-12-29,688057,金达莱,12.29,-0.49
2025-12-29,600288,大恒科技,15.2,0.33
2025-12-29,600839,四川长虹,9.15,1.1
2025-12-29,605369,拱东医疗,18.68,-0.69
2025-12-29,600032,浙江新能,7.45,-0.8
2025-12-29,688517,金冠电气,15.87,-0.75
2025-12-29,688616,西力科技,12.31,0.65
