类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
3-准入选观察池,601966,玲珑轮胎,10.45,0.91,0.0/9.5,底位/绿柱缩短,23.6%,-2.6%
3-准入选观察池,002053,云南能投,9.32,0.99,0.0/11.2,底位/绿柱缩短,23.6%,-3.2%
3-准入选观察池,603081,大丰实业,9.12,1.0,9.7/17.8,底位/绿柱缩短,23.4%,-2.5%
3-准入选观察池,600233,圆通速递,15.75,0.72,15.7/21.4,底位/绿柱缩短,23.4%,-1.9%
3-准入选观察池,600860,京城股份,8.39,0.86,22.2/32.0,底位/红柱,23.4%,-3.4%
3-准入选观察池,002911,佛燃能源,9.97,1.09,13.0/11.7,底位/红柱,23.3%,-2.7%
3-准入选观察池,600258,首旅酒店,11.49,0.75,1.3/25.3,底位/绿柱缩短,22.8%,-2.1%
3-准入选观察池,603218,日月股份,10.36,0.95,20.6/27.8,底位/红柱,22.7%,-2.4%
3-准入选观察池,600371,万向德农,6.56,0.97,25.0/25.3,底位/绿柱缩短,22.7%,-4.1%
3-准入选观察池,601118,海南橡胶,5.37,1.07,14.7/17.8,底位/绿柱缩短,22.7%,-3.4%
3-准入选观察池,600057,厦门象屿,5.67,1.0,0.0/32.0,底位/红柱,22.7%,-1.9%
3-准入选观察池,605577,龙版传媒,9.27,0.82,9.7/23.9,底位/红柱,22.6%,-2.9%
3-准入选观察池,002037,保利联合,6.41,0.91,15.2/24.0,底位/绿柱缩短,22.6%,-4.2%
3-准入选观察池,002100,天康生物,5.86,0.71,15.4/30.8,底位/绿柱缩短,22.4%,-2.8%
3-准入选观察池,600737,中粮糖业,11.64,1.06,3.4/24.7,底位/绿柱缩短,22.4%,0.4%
3-准入选观察池,002508,老板电器,14.9,0.78,0.0/27.2,底位/绿柱缩短,22.3%,-2.0%
3-准入选观察池,603766,隆鑫通用,11.49,0.54,21.2/31.9,底位/绿柱缩短,22.2%,-1.8%
3-准入选观察池,002410,广联达,8.53,0.91,16.7/26.3,底位/绿柱缩短,22.2%,-2.3%
3-准入选观察池,605555,德昌股份,12.87,0.72,14.1/19.9,底位/绿柱缩短,22.1%,-4.4%
3-准入选观察池,600223,福瑞达,5.18,1.01,10.3/20.3,底位/绿柱缩短,21.9%,-2.6%
3-准入选观察池,600138,中青旅,6.94,0.92,6.8/23.0,底位/绿柱缩短,21.8%,-2.1%
3-准入选观察池,000888,峨眉山Ａ,9.22,0.88,10.9/29.3,底位/红柱,21.8%,-3.0%
3-准入选观察池,600679,上海凤凰,8.81,0.96,4.3/11.3,底位/绿柱缩短,21.7%,-2.6%
3-准入选观察池,001318,阳光乳业,10.36,0.86,14.4/19.5,底位/绿柱缩短,21.6%,-3.3%
3-准入选观察池,000009,中国宝安,6.64,0.92,23.8/32.7,底位/红柱,21.6%,-1.9%
3-准入选观察池,002153,石基信息,7.5,0.87,16.7/33.3,底位/红柱,21.6%,-2.0%
3-准入选观察池,000061,农 产 品,5.65,0.93,3.8/23.2,底位/红柱,21.4%,-3.2%
3-准入选观察池,600861,北京人力,12.51,0.73,0.0/23.2,底位/绿柱缩短,21.4%,-2.0%
3-准入选观察池,603096,新经典,13.98,1.07,16.4/17.7,底位/绿柱缩短,21.4%,-4.7%
3-准入选观察池,002461,珠江啤酒,7.9,0.87,6.2/26.5,底位/绿柱缩短,21.2%,-3.1%
3-准入选观察池,600235,民丰特纸,5.26,0.91,23.5/21.4,底位/绿柱缩短,21.1%,-3.5%
3-准入选观察池,603900,莱绅通灵,5.92,1.02,15.9/26.1,底位/绿柱缩短,21.0%,-3.6%
3-准入选观察池,002372,伟星新材,8.37,0.99,0.0/19.6,底位/绿柱缩短,20.9%,-2.4%
3-准入选观察池,002320,海峡股份,6.6,0.89,3.8/22.3,底位/绿柱缩短,20.9%,-2.2%
3-准入选观察池,605300,佳禾食品,8.57,0.79,20.6/24.0,底位/绿柱缩短,20.6%,-2.8%
3-准入选观察池,003037,三和管桩,5.75,0.94,11.9/10.7,底位/绿柱缩短,20.6%,-3.5%
3-准入选观察池,000801,四川九洲,10.96,0.89,0.7/16.0,底位/绿柱缩短,20.4%,-1.7%
3-准入选观察池,600197,伊力特,9.8,0.76,7.8/11.2,底位/绿柱缩短,20.3%,-3.0%
3-准入选观察池,600588,用友网络,9.43,0.82,18.6/25.3,底位/绿柱缩短,20.3%,-2.6%
3-准入选观察池,002403,爱仕达,8.84,0.92,24.2/29.5,底位/绿柱缩短,19.9%,-5.2%
3-准入选观察池,600859,王府井,9.57,1.1,5.9/25.8,底位/绿柱缩短,19.9%,-3.6%
3-准入选观察池,000910,大亚圣象,5.51,0.83,21.2/30.7,底位/绿柱缩短,19.8%,-2.5%
3-准入选观察池,000626,远大控股,6.79,0.96,12.9/22.7,底位/绿柱缩短,19.8%,-3.1%
3-准入选观察池,003016,欣贺股份,6.49,1.01,16.4/27.0,底位/绿柱缩短,19.7%,-3.3%
3-准入选观察池,601857,中国石油,9.41,0.93,10.9/22.3,底位/绿柱缩短,19.6%,0.0%
3-准入选观察池,603970,中农立华,10.14,0.88,13.7/15.3,底位/绿柱缩短,19.6%,-2.1%
3-准入选观察池,600167,联美控股,5.5,0.97,5.9/17.6,底位/绿柱缩短,19.6%,-3.0%
3-准入选观察池,002889,东方嘉盛,10.59,0.93,17.6/31.7,底位/绿柱缩短,19.5%,-3.1%
3-准入选观察池,605266,健之佳,15.57,0.79,18.0/24.2,底位/绿柱缩短,19.4%,-2.0%
3-准入选观察池,600583,海油工程,5.25,1.08,21.6/26.2,底位/红柱,19.3%,-1.9%
3-准入选观察池,605368,蓝天燃气,6.35,0.79,4.7/26.7,底位/绿柱缩短,19.3%,-4.1%
3-准入选观察池,600694,大商股份,13.86,0.97,4.9/32.3,底位/红柱,19.0%,-2.1%
3-准入选观察池,603227,雪峰科技,7.46,0.87,13.7/19.4,底位/绿柱缩短,18.9%,-3.2%
3-准入选观察池,000528,柳    工,7.74,0.95,12.7/27.8,底位/绿柱缩短,18.9%,-2.5%
3-准入选观察池,600710,苏美达,10.17,0.64,0.0/26.5,底位/绿柱缩短,18.7%,-1.9%
3-准入选观察池,600651,飞乐音响,5.66,0.95,14.1/23.4,底位/绿柱缩短,18.6%,-3.2%
3-准入选观察池,603230,内蒙新华,8.96,1.07,16.1/29.3,底位/绿柱缩短,18.6%,-4.2%
3-准入选观察池,600359,新农开发,5.8,1.0,11.2/22.5,底位/绿柱缩短,18.4%,-3.6%
3-准入选观察池,600663,陆家嘴,6.35,1.0,18.2/27.0,底位/绿柱缩短,18.1%,-4.5%
3-准入选观察池,603357,设计总院,6.3,0.87,10.9/20.6,底位/绿柱缩短,18.0%,-2.9%
3-准入选观察池,002117,东港股份,8.25,0.84,6.6/26.7,底位/绿柱缩短,18.0%,-3.8%
3-准入选观察池,605337,李子园,8.69,0.84,22.9/25.1,底位/绿柱缩短,17.9%,-2.2%
3-准入选观察池,002732,燕塘乳业,13.03,1.08,24.4/29.4,底位/绿柱缩短,17.9%,-3.9%
3-准入选观察池,002233,塔牌集团,7.31,0.99,6.0/29.8,底位/绿柱缩短,17.9%,-0.5%
3-准入选观察池,603536,惠发食品,8.22,1.01,22.6/29.5,底位/绿柱缩短,17.9%,-4.3%
3-准入选观察池,002646,天佑德酒,6.52,1.06,24.7/23.2,底位/绿柱缩短,17.8%,-4.0%
3-准入选观察池,603927,中科软,13.55,0.89,19.7/28.9,底位/绿柱缩短,17.8%,-3.8%
3-准入选观察池,603809,豪能股份,9.09,0.73,13.5/33.3,底位/绿柱缩短,17.8%,-2.2%
3-准入选观察池,600848,上海临港,7.66,0.98,1.5/16.6,底位/绿柱缩短,17.7%,-1.7%
3-准入选观察池,001202,炬申股份,13.76,0.92,20.3/25.9,底位/绿柱缩短,17.7%,-3.8%
3-准入选观察池,001201,东瑞股份,10.55,0.93,22.0/30.8,底位/绿柱缩短,17.7%,-3.4%
3-准入选观察池,002242,九阳股份,8.28,0.87,20.4/31.5,底位/红柱,17.6%,-2.0%
3-准入选观察池,603577,汇金通,9.06,0.91,13.6/28.0,底位/绿柱缩短,17.6%,-3.0%
3-准入选观察池,603518,锦泓集团,7.59,0.82,17.0/22.3,底位/绿柱缩短,17.5%,-3.3%
3-准入选观察池,001219,青岛食品,12.04,0.97,13.3/10.4,底位/绿柱缩短,17.4%,-3.4%
3-准入选观察池,605138,盛泰集团,5.96,1.05,21.8/17.2,底位/绿柱缩短,17.3%,-3.2%
3-准入选观察池,600956,新天绿能,7.28,0.94,0.0/14.4,底位/绿柱缩短,17.3%,-2.0%
3-准入选观察池,600195,中牧股份,6.18,0.79,8.5/30.9,底位/绿柱缩短,17.2%,-2.7%
3-准入选观察池,603708,家家悦,8.86,0.91,4.7/28.2,底位/绿柱缩短,17.1%,-2.2%
3-准入选观察池,600336,澳柯玛,6.34,0.81,0.0/20.0,底位/绿柱缩短,17.0%,-2.5%
3-准入选观察池,600822,上海物贸,8.08,1.01,22.1/31.2,底位/红柱,16.8%,-4.4%
3-准入选观察池,603041,美思德,11.01,1.06,24.5/24.7,底位/绿柱缩短,16.6%,-2.8%
3-准入选观察池,002746,仙坛股份,5.14,0.72,12.0/15.9,底位/绿柱缩短,16.6%,-2.3%
3-准入选观察池,603299,苏盐井神,9.15,0.86,0.0/20.3,底位/绿柱缩短,16.5%,-1.6%
3-准入选观察池,000881,中广核技,6.51,1.0,3.3/16.5,底位/绿柱缩短,16.4%,-2.7%
3-准入选观察池,600161,天坛生物,11.97,1.0,16.4/30.7,底位/绿柱缩短,16.3%,-2.2%
3-准入选观察池,603153,上海建科,13.26,1.03,14.5/27.3,底位/红柱,15.8%,-2.1%
3-准入选观察池,600995,南网储能,12.34,1.01,17.9/14.5,底位/绿柱缩短,15.8%,-3.0%
3-准入选观察池,000409,云鼎科技,8.59,0.86,19.7/24.4,底位/绿柱缩短,15.8%,-2.7%
3-准入选观察池,600006,东风股份,5.43,0.84,0.0/20.4,底位/绿柱缩短,15.8%,-2.0%
3-准入选观察池,600628,新世界,5.83,0.98,14.3/27.5,底位/红柱,15.6%,-2.7%
3-准入选观察池,600697,欧亚集团,10.13,1.0,24.0/29.6,底位/绿柱缩短,15.5%,-3.9%
3-准入选观察池,000501,武商集团,6.88,0.83,11.5/31.3,底位/绿柱缩短,15.4%,-2.0%
3-准入选观察池,601139,深圳燃气,5.81,0.91,6.9/17.4,底位/绿柱缩短,15.4%,-2.2%
3-准入选观察池,002761,浙江建投,6.94,0.77,22.9/25.7,底位/绿柱缩短,15.4%,-2.7%
3-准入选观察池,603057,紫燕食品,22.53,0.93,18.6/34.6,底位/绿柱缩短,15.1%,-1.4%
3-准入选观察池,601107,四川成渝,5.22,1.03,24.1/21.2,底位/绿柱缩短,15.1%,-3.2%
3-准入选观察池,002011,盾安环境,10.29,0.83,0.0/23.3,底位/绿柱缩短,15.1%,-1.5%
3-准入选观察池,603107,上海汽配,12.01,1.05,20.2/26.5,底位/绿柱缩短,15.0%,-1.2%
3-准入选观察池,002078,太阳纸业,12.22,0.98,12.2/34.4,底位/绿柱缩短,14.9%,-1.4%
3-准入选观察池,603558,健盛集团,11.13,0.74,13.3/34.1,底位/绿柱缩短,14.8%,-2.3%
3-准入选观察池,600173,卧龙新能,6.21,0.81,20.5/20.7,底位/绿柱缩短,14.5%,-3.3%
3-准入选观察池,000713,国投丰乐,5.42,0.96,5.2/26.3,底位/绿柱缩短,14.4%,-3.0%
3-准入选观察池,600834,申通地铁,6.89,0.96,21.1/28.3,底位/绿柱缩短,14.4%,-2.6%
3-准入选观察池,600348,华阳股份,8.17,0.85,18.9/19.5,底位/绿柱缩短,14.4%,-2.0%
3-准入选观察池,601801,皖新传媒,5.11,0.78,16.7/14.5,底位/绿柱缩短,14.3%,-2.3%
3-准入选观察池,002884,凌霄泵业,15.4,0.64,5.0/28.4,底位/绿柱缩短,14.2%,-1.0%
3-准入选观察池,600116,三峡水利,5.8,0.72,8.2/12.4,底位/绿柱缩短,14.1%,-2.5%
3-准入选观察池,001914,招商积余,8.59,0.75,0.0/23.5,底位/绿柱缩短,14.0%,-1.9%
3-准入选观察池,603967,中创物流,11.32,0.89,11.2/31.3,底位/绿柱缩短,14.0%,-0.4%
3-准入选观察池,603043,广州酒家,12.97,0.75,9.0/29.5,底位/绿柱缩短,13.8%,-2.8%
3-准入选观察池,600004,白云机场,7.48,0.69,0.0/29.5,底位/绿柱缩短,13.7%,-1.2%
3-准入选观察池,603768,常青股份,9.82,1.0,22.6/14.4,底位/绿柱缩短,13.6%,-4.1%
3-准入选观察池,600757,长江传媒,7.45,0.87,14.0/32.9,底位/绿柱缩短,12.9%,-2.1%
3-准入选观察池,000906,浙商中拓,5.32,0.76,16.7/16.1,底位/绿柱缩短,12.8%,-2.9%
3-准入选观察池,002327,富安娜,6.23,0.74,10.8/27.9,底位/绿柱缩短,12.8%,-2.7%
3-准入选观察池,603788,宁波高发,14.2,0.55,17.4/33.2,底位/绿柱缩短,12.8%,-1.4%
3-准入选观察池,600059,古越龙山,7.55,0.98,3.3/30.5,底位/绿柱缩短,12.7%,-2.7%
3-准入选观察池,002695,煌上煌,10.37,0.83,4.9/28.8,底位/绿柱缩短,12.5%,-1.9%
3-准入选观察池,600188,兖矿能源,18.78,0.78,14.3/17.3,底位/绿柱缩短,12.4%,-2.5%
3-准入选观察池,600597,光明乳业,6.37,0.76,10.9/30.7,底位/绿柱缩短,12.4%,-2.0%
3-准入选观察池,600125,铁龙物流,5.35,0.72,20.5/33.0,底位/红柱,12.3%,-2.0%
3-准入选观察池,603053,成都燃气,8.52,0.95,8.2/14.4,底位/绿柱缩短,12.2%,-2.6%
3-准入选观察池,002003,伟星股份,8.48,1.05,12.1/14.7,底位/绿柱缩短,12.2%,-2.3%
3-准入选观察池,002267,陕天然气,6.8,0.93,16.4/16.7,底位/绿柱缩短,12.0%,-2.7%
3-准入选观察池,002120,韵达股份,6.3,0.74,9.8/30.5,底位/绿柱缩短,11.6%,-0.2%
3-准入选观察池,600398,海澜之家,5.52,0.91,4.8/32.5,底位/绿柱缩短,11.4%,-1.8%
3-准入选观察池,601222,林洋能源,5.56,1.03,3.9/30.1,底位/绿柱缩短,11.3%,-3.0%
3-准入选观察池,601728,中国电信,5.39,1.06,0.0/22.1,底位/绿柱缩短,11.2%,-3.1%
3-准入选观察池,002216,三全食品,11.81,0.77,23.1/28.8,底位/绿柱缩短,10.7%,-0.7%
3-准入选观察池,603706,东方环宇,19.08,0.92,15.9/21.9,底位/绿柱缩短,10.7%,-3.8%
3-准入选观察池,600901,江苏金租,5.97,0.59,15.7/33.9,底位/绿柱缩短,10.7%,-1.0%
3-准入选观察池,601900,南方传媒,11.23,0.59,1.7/31.7,底位/绿柱缩短,10.6%,-1.6%
3-准入选观察池,600098,广州发展,6.57,0.57,21.9/15.3,底位/绿柱缩短,10.6%,-1.4%
3-准入选观察池,601098,中南传媒,9.99,0.8,2.3/17.6,底位/绿柱缩短,10.6%,-1.3%
3-准入选观察池,603221,爱丽家居,10.84,0.83,2.7/21.8,底位/绿柱缩短,10.5%,-5.2%
