类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
3-准入选观察池,600571,信雅达,11.27,0.99,18.2/29.1,底位/绿柱缩短,16.8%,0.7%
3-准入选观察池,002889,东方嘉盛,11.33,0.98,21.8/15.2,底位/绿柱缩短,16.2%,-2.0%
3-准入选观察池,002152,广电运通,10.17,0.89,16.5/27.2,底位/绿柱缩短,15.5%,0.5%
3-准入选观察池,601136,首创证券,13.98,0.92,7.6/8.6,底位/绿柱缩短,15.4%,-2.3%
3-准入选观察池,600916,中国黄金,7.81,0.98,24.2/26.7,底位/绿柱缩短,15.4%,-1.5%
3-准入选观察池,603680,今创集团,11.69,0.96,18.8/11.2,底位/绿柱缩短,15.1%,-0.4%
3-准入选观察池,002065,东华软件,7.28,0.91,24.4/24.7,底位/绿柱缩短,14.8%,-2.3%
3-准入选观察池,002166,莱茵生物,7.7,0.74,0.0/22.0,底位/绿柱缩短,14.7%,0.0%
3-准入选观察池,000953,河化股份,5.99,0.8,11.3/23.9,底位/绿柱缩短,14.6%,0.0%
3-准入选观察池,000708,中信特钢,13.57,0.61,16.2/32.2,底位/绿柱缩短,14.4%,-0.7%
3-准入选观察池,600058,五矿发展,9.73,1.0,7.5/25.3,底位/绿柱缩短,14.3%,0.1%
3-准入选观察池,603998,方盛制药,9.55,0.94,24.1/18.2,底位/绿柱缩短,14.1%,-3.0%
3-准入选观察池,601117,中国化学,7.53,0.77,25.0/29.5,底位/绿柱缩短,14.1%,-2.0%
3-准入选观察池,002204,大连重工,5.78,0.95,8.3/24.0,底位/绿柱缩短,13.9%,-0.5%
3-准入选观察池,002673,西部证券,6.43,0.9,16.7/28.1,底位/绿柱缩短,13.8%,-1.8%
3-准入选观察池,601696,中银证券,10.83,0.95,0.0/16.8,底位/绿柱缩短,13.8%,-1.6%
3-准入选观察池,600499,科达制造,15.16,0.92,21.0/31.1,底位/绿柱缩短,13.7%,-1.0%
3-准入选观察池,603137,恒尚节能,11.82,0.75,15.4/16.9,底位/绿柱缩短,13.6%,-2.7%
3-准入选观察池,600789,鲁抗医药,7.33,0.82,18.1/13.1,底位/绿柱缩短,13.6%,0.0%
3-准入选观察池,605377,华旺科技,8.39,0.57,19.0/28.4,底位/绿柱缩短,13.6%,-1.1%
3-准入选观察池,002014,永新股份,10.17,0.78,0.0/14.0,底位/绿柱缩短,13.5%,-1.7%
3-准入选观察池,600510,黑牡丹,8.09,0.93,10.3/22.6,底位/绿柱缩短,13.4%,-0.5%
3-准入选观察池,600037,歌华有线,6.84,1.07,12.5/23.7,底位/绿柱缩短,13.3%,-3.0%
3-准入选观察池,002688,金河生物,5.19,0.32,1.3/34.8,底位/绿柱缩短,13.1%,0.2%
3-准入选观察池,600638,新黄浦,5.36,0.55,23.3/31.2,底位/绿柱缩短,13.0%,-0.2%
3-准入选观察池,605180,华生科技,13.25,0.47,23.0/33.1,底位/绿柱缩短,13.0%,-1.7%
3-准入选观察池,000987,越秀资本,7.61,1.01,18.2/19.8,底位/绿柱缩短,12.9%,-1.7%
3-准入选观察池,600918,中泰证券,5.3,0.86,24.1/16.0,底位/绿柱缩短,12.9%,-0.6%
3-准入选观察池,605228,神通科技,12.49,1.04,4.1/10.0,底位/绿柱缩短,12.8%,-0.4%
3-准入选观察池,601990,南京证券,6.53,1.04,8.3/9.7,金叉/绿柱缩短,12.2%,-1.2%
3-准入选观察池,603577,汇金通,9.83,0.84,12.6/30.3,底位/绿柱缩短,12.1%,0.0%
3-准入选观察池,002441,众业达,8.95,0.91,17.1/30.4,底位/绿柱缩短,11.9%,0.2%
3-准入选观察池,002545,东方铁塔,20.74,0.94,12.7/28.6,底位/绿柱缩短,11.7%,0.7%
3-准入选观察池,601519,大智慧,9.47,0.95,4.7/28.5,底位/绿柱缩短,11.6%,-3.7%
3-准入选观察池,600415,小商品城,11.81,1.03,20.1/30.9,底位/绿柱缩短,11.6%,-1.8%
3-准入选观察池,002939,长城证券,8.07,0.74,18.9/12.1,底位/绿柱缩短,11.4%,-0.4%
3-准入选观察池,600019,宝钢股份,5.72,1.05,17.0/23.4,底位/绿柱缩短,11.3%,-1.9%
3-准入选观察池,600388,龙净环保,16.77,0.68,3.2/29.2,底位/绿柱缩短,11.2%,0.4%
3-准入选观察池,600312,平高电气,19.25,0.72,4.6/30.1,底位/绿柱缩短,11.1%,-1.8%
3-准入选观察池,002468,申通快递,13.73,0.96,21.8/27.6,底位/绿柱缩短,11.1%,-3.3%
3-准入选观察池,002500,山西证券,5.06,0.83,21.2/27.3,底位/绿柱缩短,10.6%,-1.4%
3-准入选观察池,600267,海正药业,9.68,0.84,13.3/8.4,底位/绿柱缩短,10.6%,-2.4%
3-准入选观察池,600109,国金证券,7.9,0.87,20.2/21.7,底位/绿柱缩短,10.6%,-1.6%
3-准入选观察池,601555,东吴证券,7.55,1.06,22.4/28.3,底位/绿柱缩短,10.3%,-0.8%
3-准入选观察池,605007,五洲特纸,13.33,0.74,4.9/29.5,底位/绿柱缩短,10.2%,-0.6%
3-准入选观察池,002376,新北洋,6.45,0.85,24.1/31.2,底位/绿柱缩短,10.1%,0.6%
