类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
3-准入选观察池,603817,海峡环保,6.23,0.95,9.8/13.1,底位/绿柱缩短,18.0%,-2.5%
3-准入选观察池,605577,龙版传媒,10.5,0.98,7.2/15.8,底位/绿柱缩短,17.8%,-1.3%
3-准入选观察池,002614,奥佳华,5.21,1.0,12.5/27.3,底位/绿柱缩短,17.8%,-1.3%
3-准入选观察池,600571,信雅达,11.5,1.07,1.8/21.8,底位/绿柱缩短,17.8%,-3.7%
3-准入选观察池,603326,我乐家居,7.49,0.98,0.0/24.3,底位/绿柱缩短,17.7%,-3.0%
3-准入选观察池,601121,宝地矿业,6.54,0.68,20.2/13.9,底位/绿柱缩短,17.7%,-3.5%
3-准入选观察池,600765,中航重机,14.3,0.96,0.0/18.6,底位/绿柱缩短,17.6%,-2.7%
3-准入选观察池,600372,中航机载,11.36,1.0,6.9/19.9,底位/绿柱缩短,17.6%,-2.7%
3-准入选观察池,002103,广博股份,7.06,1.05,6.0/9.6,底位/绿柱缩短,17.6%,-2.2%
3-准入选观察池,600679,上海凤凰,9.77,1.02,0.0/11.5,底位/绿柱缩短,17.6%,-2.5%
3-准入选观察池,000683,博源化工,7.36,1.02,24.3/10.6,底位/绿柱缩短,17.6%,-3.8%
3-准入选观察池,000009,中国宝安,7.42,1.07,12.3/6.6,底位/绿柱缩短,17.5%,-2.0%
3-准入选观察池,600967,内蒙一机,12.69,1.1,2.5/26.2,底位/绿柱缩短,17.5%,-3.5%
3-准入选观察池,002095,生 意 宝,14.28,0.73,0.0/17.0,底位/绿柱缩短,17.4%,-2.0%
3-准入选观察池,002268,电科网安,14.53,0.96,16.7/31.3,底位/绿柱缩短,17.3%,-2.9%
3-准入选观察池,603558,健盛集团,11.28,0.8,0.0/18.9,底位/绿柱缩短,17.0%,-2.2%
3-准入选观察池,002337,赛象科技,5.31,1.09,18.2/17.6,底位/绿柱缩短,17.0%,-3.1%
3-准入选观察池,002410,广联达,9.78,0.89,5.4/16.0,底位/绿柱缩短,16.9%,-1.6%
3-准入选观察池,002758,浙农股份,8.3,0.86,10.4/22.2,底位/绿柱缩短,16.7%,-1.0%
3-准入选观察池,603168,莎普爱思,5.85,1.09,9.2/18.8,底位/绿柱缩短,16.7%,-1.2%
3-准入选观察池,002085,万丰奥威,12.39,0.85,10.3/15.6,底位/绿柱缩短,16.6%,-2.8%
3-准入选观察池,002276,万马股份,12.33,1.06,8.7/26.3,底位/绿柱缩短,16.5%,-3.7%
3-准入选观察池,600629,华建集团,17.79,0.93,14.0/19.2,底位/绿柱缩短,16.3%,-4.2%
3-准入选观察池,603969,银龙股份,8.12,0.73,5.9/30.6,底位/绿柱缩短,16.3%,-3.7%
3-准入选观察池,600829,人民同泰,8.6,1.08,16.3/21.3,底位/绿柱缩短,16.3%,-1.7%
3-准入选观察池,603810,丰山集团,13.66,1.1,3.8/22.4,底位/绿柱缩短,16.2%,-1.8%
3-准入选观察池,601238,广汽集团,6.19,1.04,0.0/9.2,底位/绿柱缩短,16.2%,-0.3%
3-准入选观察池,600192,长城电工,7.57,0.85,3.5/33.0,底位/绿柱缩短,16.2%,-2.1%
3-准入选观察池,600371,万向德农,7.53,1.04,9.4/22.0,底位/绿柱缩短,16.2%,-1.7%
3-准入选观察池,003039,顺控发展,12.97,0.94,8.5/14.2,底位/绿柱缩短,16.1%,-1.7%
3-准入选观察池,000503,国新健康,6.84,0.69,0.0/19.4,底位/绿柱缩短,16.0%,-1.6%
3-准入选观察池,002097,山河智能,8.75,0.9,7.4/17.3,底位/绿柱缩短,16.0%,-2.3%
3-准入选观察池,002088,鲁阳节能,8.72,0.99,24.3/22.6,底位/绿柱缩短,16.0%,-3.3%
3-准入选观察池,002835,同为股份,13.5,1.08,8.0/16.4,底位/绿柱缩短,15.9%,-2.3%
3-准入选观察池,000505,京粮控股,5.86,0.98,8.4/33.3,底位/绿柱缩短,15.9%,-2.7%
3-准入选观察池,002320,海峡股份,7.59,0.97,5.8/29.4,底位/绿柱缩短,15.8%,-2.9%
3-准入选观察池,601369,陕鼓动力,8.74,0.87,0.0/14.9,底位/红柱,15.7%,-0.9%
3-准入选观察池,603739,蔚蓝生物,12.9,0.87,2.7/26.2,底位/绿柱缩短,15.7%,-1.4%
3-准入选观察池,002679,福建金森,9.52,0.69,1.9/13.0,底位/绿柱缩短,15.6%,-3.0%
3-准入选观察池,600613,神奇制药,5.17,1.1,15.6/26.1,底位/绿柱缩短,15.6%,-1.5%
3-准入选观察池,002027,分众传媒,5.48,0.86,6.9/2.2,底位/绿柱缩短,15.5%,-0.9%
3-准入选观察池,603367,辰欣药业,13.85,1.03,13.6/16.5,底位/绿柱缩短,15.4%,-2.0%
3-准入选观察池,002373,千方科技,8.38,0.91,19.5/30.2,底位/绿柱缩短,15.3%,-2.1%
3-准入选观察池,600271,航天信息,7.56,1.07,10.7/27.6,底位/绿柱缩短,15.2%,-3.2%
3-准入选观察池,000948,南天信息,13.3,0.97,3.8/22.7,底位/绿柱缩短,15.2%,-3.2%
3-准入选观察池,600523,贵航股份,12.15,0.77,10.1/23.8,底位/绿柱缩短,15.1%,-2.6%
3-准入选观察池,600802,福建水泥,5.07,1.02,14.1/23.0,底位/绿柱缩短,14.9%,-2.5%
3-准入选观察池,601155,新城控股,12.74,0.75,21.6/31.1,底位/绿柱缩短,14.8%,-2.9%
3-准入选观察池,002423,中粮资本,9.05,1.04,0.0/6.7,底位/绿柱缩短,14.7%,-2.1%
3-准入选观察池,002043,兔 宝 宝,12.96,1.06,21.2/27.5,底位/绿柱缩短,14.7%,-3.5%
3-准入选观察池,600728,佳都科技,5.01,0.94,0.0/29.7,底位/绿柱缩短,14.7%,-3.1%
3-准入选观察池,002116,中国海诚,8.9,0.94,11.0/17.6,底位/绿柱缩短,14.6%,-1.9%
3-准入选观察池,002040,南 京 港,9.08,0.94,0.0/29.6,底位/绿柱缩短,14.6%,-4.3%
3-准入选观察池,603081,大丰实业,10.55,0.7,0.0/27.5,底位/绿柱缩短,14.5%,-3.1%
3-准入选观察池,600737,中粮糖业,13.08,0.64,1.9/31.9,底位/绿柱缩短,14.3%,-2.2%
3-准入选观察池,000058,深 赛 格,7.14,1.07,5.3/21.9,底位/绿柱缩短,14.1%,-2.9%
3-准入选观察池,002381,双箭股份,5.81,1.05,14.0/19.9,底位/绿柱缩短,14.1%,-2.7%
3-准入选观察池,002234,民和股份,7.53,0.86,10.2/23.9,底位/绿柱缩短,14.0%,-1.6%
3-准入选观察池,600251,冠农股份,9.95,1.02,8.8/4.3,底位/绿柱缩短,14.0%,-3.0%
3-准入选观察池,603035,常熟汽饰,12.18,0.92,16.5/25.9,底位/绿柱缩短,14.0%,-2.2%
3-准入选观察池,002363,隆基机械,7.27,1.04,11.9/16.8,底位/绿柱缩短,14.0%,-2.4%
3-准入选观察池,002037,保利联合,7.35,0.85,9.1/25.8,底位/绿柱缩短,14.0%,-3.2%
3-准入选观察池,002148,北纬科技,6.81,1.08,3.1/22.0,底位/绿柱缩短,13.9%,-3.7%
3-准入选观察池,600409,三友化工,6.59,0.72,18.6/34.4,底位/绿柱缩短,13.9%,0.2%
3-准入选观察池,002817,黄山胶囊,7.02,0.97,11.9/18.4,底位/绿柱缩短,13.9%,-3.0%
3-准入选观察池,001356,富岭股份,9.95,0.83,3.6/27.8,底位/绿柱缩短,13.8%,-2.6%
3-准入选观察池,001236,弘业期货,8.34,1.03,5.3/19.9,底位/绿柱缩短,13.7%,-4.2%
3-准入选观察池,600359,新农开发,6.39,1.06,14.9/11.9,底位/绿柱缩短,13.7%,-1.5%
3-准入选观察池,002302,西部建设,5.13,0.81,15.3/28.7,底位/绿柱缩短,13.6%,-2.3%
3-准入选观察池,600104,上汽集团,12.12,0.98,12.9/8.0,底位/绿柱缩短,13.6%,-1.1%
3-准入选观察池,002648,卫星化学,23.75,0.65,0.0/28.0,底位/绿柱缩短,13.4%,-0.7%
3-准入选观察池,002233,塔牌集团,8.07,0.96,2.6/6.5,底位/绿柱缩短,13.4%,-1.7%
3-准入选观察池,603291,联合水务,10.46,0.38,0.0/34.1,底位/绿柱缩短,13.3%,-3.2%
3-准入选观察池,002215,诺 普 信,9.18,0.81,16.0/14.4,底位/绿柱缩短,13.3%,-1.0%
3-准入选观察池,000928,中钢国际,5.98,0.88,14.1/14.6,底位/绿柱缩短,13.2%,-2.9%
3-准入选观察池,600598,北大荒,14.41,0.83,1.5/15.4,底位/绿柱缩短,13.2%,-0.4%
3-准入选观察池,603668,天马科技,11.62,0.9,7.3/10.6,底位/绿柱缩短,13.1%,-0.6%
3-准入选观察池,600987,航民股份,6.58,0.51,14.3/22.6,底位/绿柱缩短,13.1%,-1.6%
3-准入选观察池,000025,特  力Ａ,14.23,0.99,14.0/22.4,底位/绿柱缩短,13.0%,-2.7%
3-准入选观察池,603551,奥普科技,10.69,0.92,0.0/22.6,底位/绿柱缩短,13.0%,-1.2%
3-准入选观察池,002889,东方嘉盛,11.9,0.73,8.2/31.9,底位/绿柱缩短,12.9%,-3.8%
3-准入选观察池,600287,苏豪时尚,5.12,1.06,12.7/21.5,底位/绿柱缩短,12.9%,-2.7%
3-准入选观察池,600054,黄山旅游,10.92,0.71,22.6/30.7,底位/金叉,12.8%,-1.1%
3-准入选观察池,600663,陆家嘴,7.05,0.67,22.2/22.3,底位/绿柱缩短,12.5%,-2.2%
3-准入选观察池,600638,新黄浦,5.5,0.95,9.9/27.9,底位/绿柱缩短,12.5%,-3.2%
3-准入选观察池,002799,环球印务,7.58,1.07,4.8/21.9,底位/绿柱缩短,12.4%,-1.7%
3-准入选观察池,603877,太平鸟,12.74,1.07,0.0/26.1,底位/绿柱缩短,12.3%,-2.1%
3-准入选观察池,600064,南京高科,7.37,0.83,17.4/15.9,底位/绿柱缩短,12.3%,-1.3%
3-准入选观察池,601801,皖新传媒,5.55,0.98,22.5/21.9,底位/绿柱缩短,12.2%,-1.1%
3-准入选观察池,002884,凌霄泵业,16.27,0.82,0.0/15.4,底位/绿柱缩短,12.1%,-1.9%
3-准入选观察池,600897,厦门空港,14.28,0.96,8.3/8.3,底位/绿柱缩短,12.1%,-2.0%
3-准入选观察池,600235,民丰特纸,6.05,1.03,15.2/25.7,底位/绿柱缩短,12.0%,-3.2%
3-准入选观察池,600099,林海股份,9.95,0.98,12.7/19.4,底位/绿柱缩短,11.9%,-2.6%
3-准入选观察池,600825,新华传媒,5.24,0.71,7.0/15.8,底位/绿柱缩短,11.8%,-1.3%
3-准入选观察池,000421,南京公用,5.8,0.77,10.8/27.5,底位/绿柱缩短,11.8%,-1.9%
3-准入选观察池,601139,深圳燃气,6.44,0.69,19.0/31.8,底位/绿柱缩短,11.7%,-0.8%
3-准入选观察池,601686,友发集团,5.18,0.97,8.7/15.0,底位/绿柱缩短,11.6%,-1.7%
3-准入选观察池,605033,美邦股份,20.48,0.96,18.1/22.5,底位/绿柱缩短,11.5%,-2.8%
3-准入选观察池,002252,上海莱士,5.18,1.08,14.3/25.6,底位/绿柱缩短,11.5%,-1.5%
3-准入选观察池,601900,南方传媒,11.79,0.63,4.3/20.6,底位/绿柱缩短,11.2%,-1.3%
3-准入选观察池,603000,人民网,17.66,0.87,1.2/22.0,底位/绿柱缩短,11.2%,-1.4%
3-准入选观察池,600551,时代出版,7.3,0.63,0.9/28.7,底位/绿柱缩短,11.1%,-2.5%
3-准入选观察池,002761,浙江建投,7.6,0.9,0.0/7.5,底位/绿柱缩短,11.0%,-1.9%
3-准入选观察池,600671,天目药业,18.03,1.04,4.3/24.4,底位/绿柱缩短,10.9%,-0.7%
3-准入选观察池,600757,长江传媒,7.86,0.82,0.0/11.7,底位/绿柱缩短,10.8%,-1.0%
3-准入选观察池,600955,维远股份,16.35,0.96,7.9/19.3,底位/绿柱缩短,10.8%,-2.4%
3-准入选观察池,600335,国机汽车,5.46,0.78,1.9/25.6,底位/绿柱缩短,10.8%,-1.8%
3-准入选观察池,002863,今飞凯达,5.03,1.08,20.0/25.6,底位/绿柱缩短,10.7%,-3.4%
3-准入选观察池,603811,诚意药业,10.7,0.96,8.1/20.5,底位/绿柱缩短,10.6%,-1.0%
3-准入选观察池,600560,金自天正,13.42,0.77,3.7/32.4,底位/绿柱缩短,10.6%,-3.2%
3-准入选观察池,002186,全 聚 德,9.61,1.03,4.5/25.3,底位/绿柱缩短,10.4%,-1.1%
3-准入选观察池,002117,东港股份,9.39,0.94,16.5/29.2,底位/绿柱缩短,10.4%,-3.9%
3-准入选观察池,002065,东华软件,7.72,1.02,5.6/28.7,底位/绿柱缩短,10.3%,-3.1%
3-准入选观察池,600510,黑牡丹,8.43,0.58,3.9/18.7,底位/绿柱缩短,10.3%,-2.5%
3-准入选观察池,600272,开开实业,11.35,1.02,5.2/14.7,底位/绿柱缩短,10.3%,-1.4%
3-准入选观察池,600155,华创云信,5.75,0.91,0.0/23.1,底位/绿柱缩短,10.3%,-0.9%
3-准入选观察池,603970,中农立华,11.63,1.01,12.7/14.9,底位/绿柱缩短,10.2%,-1.6%
3-准入选观察池,600185,珠免集团,5.44,0.85,18.6/33.7,底位/绿柱缩短,10.2%,-1.8%
3-准入选观察池,002267,陕天然气,7.32,0.74,0.0/14.0,底位/绿柱缩短,10.1%,-1.2%
3-准入选观察池,603209,兴通股份,13.65,0.85,24.8/25.4,底位/绿柱缩短,10.1%,-1.6%
3-准入选观察池,002727,一心堂,11.54,0.86,8.5/27.0,底位/绿柱缩短,10.1%,-0.2%
3-准入选观察池,600288,大恒科技,13.5,0.8,22.4/28.0,底位/绿柱缩短,10.0%,-2.6%
