类型,代码,名称,现价,量比,RSI6/14,KDJ/MACD,距60日线,今日涨跌
3-准入选观察池,000905,厦门港务,7.66,1.04,22.1/27.8,底位/红柱,24.4%,-2.9%
3-准入选观察池,000565,渝三峡Ａ,5.58,0.92,14.5/33.2,底位/红柱,24.2%,-4.6%
3-准入选观察池,603238,诺邦股份,10.99,0.9,15.5/32.3,底位/红柱,24.1%,-3.0%
3-准入选观察池,603808,歌力思,7.46,0.93,8.8/26.8,底位/红柱,24.0%,-1.8%
3-准入选观察池,002953,日丰股份,8.5,1.06,11.8/25.3,底位/红柱,24.0%,-3.4%
3-准入选观察池,002441,众业达,7.41,0.94,11.2/21.3,底位/绿柱缩短,23.9%,-2.6%
3-准入选观察池,603172,万丰股份,15.98,0.83,15.7/27.3,底位/绿柱缩短,23.8%,-3.6%
3-准入选观察池,000045,深纺织Ａ,9.09,1.1,10.1/23.7,底位/绿柱缩短,23.8%,-5.5%
3-准入选观察池,002140,东华科技,8.56,0.9,6.0/11.6,底位/绿柱缩短,23.7%,-3.1%
3-准入选观察池,601061,中信金属,10.25,0.92,8.2/27.0,底位/绿柱缩短,23.6%,-3.8%
3-准入选观察池,603535,嘉诚国际,5.9,0.96,18.1/30.9,底位/红柱,23.5%,-2.8%
3-准入选观察池,001236,弘业期货,6.75,1.02,11.7/29.2,底位/红柱,23.5%,-3.4%
3-准入选观察池,002438,江苏神通,12.68,0.87,7.2/20.6,底位/绿柱缩短,23.3%,-5.6%
3-准入选观察池,600689,上海三毛,9.62,1.06,22.0/29.4,底位/红柱,23.0%,-3.3%
3-准入选观察池,002469,三维化学,5.49,0.8,16.4/21.5,底位/绿柱缩短,23.0%,-2.1%
3-准入选观察池,002312,川发龙蟒,7.96,0.62,11.2/29.8,底位/绿柱缩短,22.9%,-2.8%
3-准入选观察池,000531,穗恒运Ａ,5.6,1.02,13.7/14.1,底位/绿柱缩短,22.6%,-1.1%
3-准入选观察池,605001,威奥股份,5.34,1.06,15.6/28.4,底位/红柱,22.2%,-3.1%
3-准入选观察池,600810,神马股份,5.61,1.0,5.5/14.4,底位/绿柱缩短,22.1%,-3.6%
3-准入选观察池,002434,万里扬,5.79,0.73,0.0/34.1,底位/绿柱缩短,22.0%,-3.5%
3-准入选观察池,002627,三峡旅游,5.51,0.91,19.4/26.5,底位/红柱,21.8%,-3.5%
3-准入选观察池,002533,金杯电工,10.2,0.81,15.1/30.9,底位/红柱,21.5%,-3.1%
3-准入选观察池,001356,富岭股份,8.21,0.88,23.5/29.7,底位/红柱,21.5%,-2.2%
3-准入选观察池,002088,鲁阳节能,7.41,1.06,19.1/27.4,底位/绿柱缩短,21.5%,-3.3%
3-准入选观察池,605055,迎丰股份,9.68,0.65,21.2/32.8,底位/绿柱缩短,21.3%,-3.2%
3-准入选观察池,002973,侨银股份,10.21,1.03,23.3/25.7,底位/绿柱缩短,21.3%,0.6%
3-准入选观察池,600218,全柴动力,7.07,1.07,22.5/28.9,底位/红柱,21.1%,-3.0%
3-准入选观察池,000532,华金资本,10.06,1.04,12.6/25.0,底位/绿柱缩短,21.1%,-4.5%
3-准入选观察池,002608,江苏国信,6.72,0.87,20.4/17.1,底位/绿柱缩短,20.9%,-1.6%
3-准入选观察池,600615,鑫源智造,8.77,1.07,19.9/34.4,底位/红柱,20.5%,-6.6%
3-准入选观察池,000655,金岭矿业,6.18,0.97,16.7/21.9,底位/绿柱缩短,20.1%,-1.9%
3-准入选观察池,002811,郑中设计,10.33,1.06,15.4/27.7,底位/绿柱缩短,20.0%,-6.7%
3-准入选观察池,002204,大连重工,5.04,1.05,14.3/27.0,底位/红柱,19.6%,-3.1%
3-准入选观察池,002090,金智科技,8.57,0.75,1.0/31.6,底位/红柱,19.3%,-4.6%
3-准入选观察池,003039,顺控发展,10.92,0.9,19.4/26.4,底位/红柱,19.2%,-1.3%
3-准入选观察池,000881,中广核技,6.14,0.85,23.6/32.9,底位/红柱,18.8%,-0.8%
3-准入选观察池,601727,上海电气,6.61,0.87,18.2/29.1,底位/红柱,18.3%,-3.1%
3-准入选观察池,600618,氯碱化工,9.59,0.97,19.6/32.3,底位/绿柱缩短,17.8%,-4.4%
3-准入选观察池,600780,通宝能源,5.73,0.91,11.8/30.4,底位/红柱,17.5%,-1.4%
3-准入选观察池,002286,保龄宝,7.92,0.8,9.9/26.7,底位/绿柱缩短,17.1%,-2.6%
3-准入选观察池,600095,湘财股份,7.21,1.09,12.8/29.1,底位/绿柱缩短,16.9%,-3.4%
3-准入选观察池,605158,华达新材,6.12,0.86,10.8/32.8,底位/绿柱缩短,16.4%,-4.1%
3-准入选观察池,603181,皇马科技,13.01,0.92,0.0/10.3,底位/绿柱缩短,15.8%,-6.2%
3-准入选观察池,001286,陕西能源,10.0,0.94,24.3/31.4,底位/绿柱缩短,15.0%,0.9%
3-准入选观察池,603210,泰鸿万立,13.0,0.94,14.7/28.6,底位/绿柱缩短,14.7%,-2.3%
3-准入选观察池,002758,浙农股份,7.47,0.75,13.1/22.9,底位/绿柱缩短,14.6%,-1.1%
3-准入选观察池,002648,卫星化学,22.07,0.77,20.5/31.3,底位/绿柱缩短,14.5%,-2.7%
3-准入选观察池,000958,电投产融,5.22,0.85,4.3/22.8,底位/绿柱缩短,14.0%,-2.2%
3-准入选观察池,603993,洛阳钼业,16.86,0.8,13.6/30.4,底位/绿柱缩短,12.3%,-3.7%
3-准入选观察池,600011,华能国际,6.76,0.77,22.6/23.2,底位/绿柱缩短,11.9%,-1.2%
3-准入选观察池,601233,桐昆股份,19.31,1.08,16.3/34.3,底位/绿柱缩短,10.4%,-6.5%
